# Created by Jin Wang jinwang@sissa.it
22328 atoms
40 atom types
1.2833732084 131.2124463316 xlo xhi
0.0029218189 225.0466757034 ylo yhi
-11.7368451507 10.2631548493 zlo zhi

Atoms  # full

347 1 10 0.0 2.6255833717 85.3445767763 -1.7066051507
348 1 20 0.0 3.3403378339 86.57196541 -1.7042951507
349 1 10 0.0 4.7595529762 86.5616133973 -1.7052631507
365 1 10 0.0 2.6026214848 82.8777596681 -1.7076831507
366 1 20 0.0 3.3186102665 84.1045856924 -1.7051971507
367 1 10 0.0 4.7378254196 84.0951338548 -1.7061651507
368 1 20 0.0 5.4534244167 85.3221849228 -1.7037451507
380 1 10 0.0 2.577840599 80.4116176912 -1.7091571507
381 1 20 0.0 3.2951286634 81.6377685842 -1.7064731507
471 1 20 0.0 1.315490352 100.1694465854 -1.7067811507
472 1 10 0.0 2.7344455852 100.1548187414 -1.7070451507
473 1 20 0.0 3.4440678745 101.3843452907 -1.7059891507
474 1 10 0.0 4.8629581472 101.3700550123 -1.7064071507
478 1 20 0.0 1.3000643165 97.6997039084 -1.7060331507
479 1 10 0.0 2.7190195551 97.6855261519 -1.7063851507
480 1 20 0.0 3.429356453 98.9149401793 -1.7051531507
481 1 10 0.0 4.8483116969 98.9012125103 -1.7056811507
482 1 20 0.0 5.5584536998 100.1305140159 -1.7044271507
483 1 10 0.0 6.9775388782 100.1172364345 -1.7050871507
484 1 20 0.0 7.6876808811 101.3465379401 -1.7037891507
485 1 10 0.0 9.1069609571 101.3335979242 -1.7045811507
491 1 20 0.0 1.2837937461 95.230298797 -1.7054171507
492 1 10 0.0 2.7028139559 95.2166836499 -1.7058571507
493 1 20 0.0 3.4137355306 96.4457601117 -1.7044711507
494 1 10 0.0 4.8327557458 96.4325950521 -1.7050651507
495 1 20 0.0 5.5435473914 97.6616715139 -1.7036571507
496 1 10 0.0 6.962697541 97.6489565419 -1.7044051507
497 1 20 0.0 7.6735541525 98.8781455256 -1.7029751507
498 1 10 0.0 9.0927692707 98.8657681191 -1.7038771507
499 1 20 0.0 9.8036258821 100.0949571028 -1.7024031507
500 1 10 0.0 11.222841003 100.0828047401 -1.7034151507
501 1 20 0.0 11.9337625777 101.311881202 -1.7019191507
502 1 10 0.0 13.3531725962 101.3000664049 -1.7030191507
511 1 10 0.0 2.6855689269 92.7480661916 -1.7055711507
512 1 20 0.0 3.3972051074 93.9768050878 -1.7039651507
513 1 10 0.0 4.8163552597 93.9643151595 -1.7046691507
514 1 20 0.0 5.5279264771 95.1931665776 -1.7030851507
515 1 10 0.0 6.9470766347 95.1811267368 -1.7039431507
516 1 20 0.0 7.658517923 96.4099781548 -1.7023371507
517 1 10 0.0 9.0777330492 96.3982758796 -1.7033491507
518 1 20 0.0 9.7892393034 97.6272398196 -1.7017211507
519 1 10 0.0 11.2086493272 97.61587511 -1.7028431507
520 1 20 0.0 11.9200906155 98.8447265281 -1.7012151507
521 1 10 0.0 13.3395656079 98.8336993842 -1.7024251507
522 1 20 0.0 14.0512017885 100.0624382804 -1.7007531507
528 1 10 0.0 2.6669596465 90.279786299 -1.7055711507
529 1 20 0.0 3.3795702911 91.5081876296 -1.7037231507
530 1 10 0.0 4.7987204515 91.4963728325 -1.7045371507
531 1 20 0.0 5.5110712379 92.7247741631 -1.7027551507
532 1 10 0.0 6.9302863695 92.7135219754 -1.7037231507
533 1 20 0.0 7.6425721927 93.9420358279 -1.7019411507
534 1 10 0.0 9.0618522929 93.9311212058 -1.7030411507
535 1 20 0.0 9.7740731529 95.1597475801 -1.7012591507
536 1 10 0.0 11.1934182216 95.1491705237 -1.7024691507
537 1 20 0.0 11.9057690107 96.377796898 -1.7006871507
539 1 10 0.0 2.6470510809 87.8119564939 -1.7059011507
540 1 20 0.0 3.3607011526 89.039907737 -1.7038331507
541 1 10 0.0 4.779851321 89.0287680712 -1.7047351507
542 1 20 0.0 5.4931765715 90.2568318361 -1.7027111507
543 1 10 0.0 6.9123917111 90.2462547797 -1.7037671507
544 1 20 0.0 7.6257169643 91.4745435884 -1.7018091507
